Format,ncats_qhts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Log_Conc_M,-9.011761791,-8.534640544,-8.057519287,-7.580398031,-7.103276777,-6.626155522,-6.149034267,-5.671913012,-5.194791758,-4.717670503,-4.240549248,,,,,,,,,,,,,,,
Fit_Output,Protocol Name,Sample ID,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107287-01,fluc,21.663838,-2.1,-111.642,-98.889,CC1=CC=C(CCNC(=O)C2=CC=C(NC3=NC4=C(C=CC=C4)[N]5N=NN=C35)C=C2)C=C1,null,null,null,null,null,C301-4557,Sytravon,2016_CMTA_01,-4.6643,0.2,null,null,-2.1,null,11.012,4.799,109.17,-112.734,1.626,0.002,0.916,null,null,null,null,null,null,-1.092,null,null,10.281,-98.889,-59.429,-59.194,null,null,null,null,null,null,null,null,CT944W9W8B2B,PDCVOLIIZKWPOO,null,cmt1a-fu,sVRKJcoumafhTCUtei,null,null,null,null,null,null,null,423.5,24270632,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190243824,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,18.842335,7.157,-2.46,0,-1.932,1.408,10.281,-22.184,1.347,-23.264,-41.973,-98.889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330603
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107287-01,nluc,21.663838,-2.1,-159.894,-151.825,CC1=CC=C(CCNC(=O)C2=CC=C(NC3=NC4=C(C=CC=C4)[N]5N=NN=C35)C=C2)C=C1,null,null,null,null,null,C301-4557,Sytravon,2016_CMTA_01,-4.6643,0.2,null,null,-2.1,null,11.012,4.799,163.065,-163.971,2.048,0.001,0.931,null,null,null,null,null,null,-4.077,null,null,11.241,-151.825,-93.384,-92.964,null,null,null,null,null,null,null,null,CT944W9W8B2B,PDCVOLIIZKWPOO,null,cmt1a-fu,sVRKJcoumafhTCUtei,null,null,null,null,null,null,null,423.5,24270632,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251425,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,14.487906,7.746,-26.312,0,-0.322,-9.296,11.241,-10.813,5.987,-32.346,-61.931,-151.825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331294
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107553-01,nluc,12.182472,-2.1,-162.722,-132.635,CC1=CC=C(CNC(=O)C2=CC=C(NC3=NC4=CC=CC=C4[N]5N=NN=C35)C=C2)C=C1,null,null,null,null,null,C301-4334,Sytravon,2016_CMTA_01,-4.9143,0.218,null,null,5,null,11.999,5.056,178.032,-144.029,1.967,0.001,0.928,null,null,null,null,null,null,18.693,null,null,45.397,-132.635,-23.304,-22.728,null,null,null,null,null,null,null,null,BCAVDNBC62W3,SHWFCWWCGNRYHE,null,cmt1a-fu,cZyNWxblwVgiSwQFJZ,null,null,null,null,null,null,null,409.4,24270898,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190252921,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,8.83716,18.006,0,7.362,29.858,39.882,2.236,45.397,0,-13.644,-102.717,-132.635,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331020
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107783-01,fluc,19.307916,-2.1,-102.385,-90.575,CCOC(=O)C1=CC=CC(=C1)NC(=O)C2=CC3=CC4=CC=C(C)C=C4N=C3S2,null,null,null,null,null,C303-0192,Sytravon,2016_CMTA_01,-4.7143,0.231,null,null,-2.1,null,12.071,4.879,114.636,-91.495,3.99,0,0.962,null,null,null,null,null,null,10.89,null,null,24.061,-90.575,4.826,3.144,null,null,null,null,null,null,null,null,2AXQ6QLY82SG,UJPWETCPYBOXON,null,cmt1a-fu,eidzkhtJVPmPMEHXqp,null,null,null,null,null,null,null,390.5,24271128,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190247410,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,20.23163,5.347,9.2,20.972,8.687,6.16,13.421,8.516,3.897,24.061,-42.288,-90.575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330868
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107783-01,nluc,19.307916,-2.1,-120.257,-112.898,CCOC(=O)C1=CC=CC(=C1)NC(=O)C2=CC3=CC4=CC=C(C)C=C4N=C3S2,null,null,null,null,null,C303-0192,Sytravon,2016_CMTA_01,-4.7143,0.231,null,null,-2.1,null,12.071,4.879,124.849,-116.511,3.132,0,0.982,null,null,null,null,null,null,3.745,null,null,11.95,-112.898,-40.047,-40.1,null,null,null,null,null,null,null,null,2AXQ6QLY82SG,UJPWETCPYBOXON,null,cmt1a-fu,eidzkhtJVPmPMEHXqp,null,null,null,null,null,null,null,390.5,24271128,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190255011,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,17.626602,-1.279,11.95,6.693,2.366,0,4.843,-4.292,0,7.915,-56.429,-112.898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331559
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107851-01,nluc,24.307227,-2.1,-97.651,-84.877,CCN(CC)CCNC(=O)C1=CC\2=C(SC3=C(C=CC=C3)\C(=N2)CC)C=C1,null,null,null,null,null,C304-0259,Sytravon,2016_CMTA_01,-4.6143,0.235,null,null,5,null,12.091,6.472,120.053,-89.847,2.406,0.009,0.865,null,null,null,null,null,null,7.803,null,null,35.176,-84.877,-1.532,-2.22,null,null,null,null,null,null,null,null,W9WFRQPC9A6R,HBFXAEDOSXCVLT,null,cmt1a-fu,qlXpCrowFfoDPkxUhP,null,null,null,null,null,null,null,381.5,24271196,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190257002,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,26.711517,5.999,12.53,8.609,-12.779,3.439,4.85,35.176,7.955,1.81,-25.422,-84.877,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331350
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108083-01,nluc,3.060099,-2.1,-103.101,-18.188,COC1=C(NC(=O)C[N]2N=NC(=C2N)C(=O)NCC3=CC=CS3)C=CC=C1,null,null,null,null,null,C368-0052,Sytravon,2016_CMTA_01,-5.5143,0.28,null,null,5,null,14.266,3.616,109.966,-81.657,0.6,0.035,0.817,null,null,null,null,null,null,21.443,null,null,46.501,-63.466,-6.478,-40.596,null,null,null,null,null,null,null,null,6T8UNB675VSX,LMTGWNGXGGLMMM,null,cmt1a-fu,TcMFZgucwRWxUXGYeD,null,null,null,null,null,null,null,386.4,24271428,null,null,null,null,2,11,1,null,null,104113,0 0 0 0 0 0 0 0 0 0 1,1,1,12:47.0,null,null,null,null,null,null,null,190257354,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,6.554924,0,30.275,46.501,9.464,0,-2.728,-7.479,-15.09,-42.733,-63.466,-18.188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331001
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108169-01,fluc,17.208199,-2.1,-118.869,-81.742,CCC(=O)N1CCC2=C1C=CC(=C2)[S+]([O-])(=O)CCC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F,null,null,null,null,null,C361-2036,Sytravon,2016_CMTA_01,-4.7643,0.204,null,null,-2.1,null,9.743,5.177,101.359,-108.226,0.9,0,0.953,null,null,null,null,null,null,10.643,null,null,19.617,-81.742,-29.413,-29.06,null,null,null,null,null,null,null,null,SJRUJ33SS8ZM,AUYPZMPITCWDCY,null,cmt1a-fu,CsdUjhCYXTFgEfrWky,null,null,null,null,null,null,null,488.9,24271514,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190249819,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,14.529007,14.564,4.244,13.174,3.807,17.475,19.617,-8.503,-4.524,-22.006,-51.427,-81.742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330935
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108169-01,nluc,19.307916,-2.1,-211.491,-148.318,CCC(=O)N1CCC2=C1C=CC(=C2)[S+]([O-])(=O)CCC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F,null,null,null,null,null,C361-2036,Sytravon,2016_CMTA_01,-4.7143,0.202,null,null,5,null,9.64,5.123,191.481,-197.13,1.01,0.004,0.905,null,null,null,null,null,null,14.361,null,null,43.163,-148.318,-61.921,-59.538,null,null,null,null,null,null,null,null,SJRUJ33SS8ZM,AUYPZMPITCWDCY,null,cmt1a-fu,CsdUjhCYXTFgEfrWky,null,null,null,null,null,null,null,488.9,24271514,null,null,null,null,2,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190257420,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,6.632008,40.978,-6.73,43.163,42.152,0,0,-12.968,8.061,-40.49,-92.284,-148.318,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331626
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108226-01,fluc,27.273157,-2.1,-103.063,-102.139,CCC1=C(NC2=NC3=CC=CC=C3C(=C2)C(=O)NCCCN(C)C4CCCCC4)C=CC=C1,null,null,null,null,null,C387-0548,Sytravon,2016_CMTA_01,-4.5643,0.19,null,null,-2.3,null,10.263,7.794,111.872,-104.182,1.885,0.023,0.818,null,null,null,null,null,null,-1.119,null,null,9.733,-102.139,-41.12,-45.243,null,null,null,null,null,null,null,null,XSVMMLKG9B4F,WDEYVLOWARINKQ,null,cmt1a-fu,wDTcnksKCRvtWsDbQt,null,null,null,null,null,null,null,444.6,24271571,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190248917,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,26.135554,-17.197,-10.736,7.821,8.034,7.332,7.628,9.733,-3.36,-31.897,-21.13,-102.139,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330733
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108315-01,fluc,24.307227,-2.1,-138.628,-114.303,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OC)C4=C([NH]N=C4C5=CC=CS5)C2=O,null,null,null,null,null,C390-0524,Sytravon,2016_CMTA_01,-4.6143,0.186,null,null,-2.1,null,9.702,3.467,119.854,-144.022,1.344,0,0.976,null,null,null,null,null,null,-5.393,null,null,5.551,-114.303,-91.624,-91.3,null,null,null,null,null,null,null,null,J3P5KMDGSQ1W,UGNPGLJGCKPZTB,null,cmt1a-fu,tieoiphdJwhWOKMXnP,null,null,null,null,null,null,null,475.5,24271660,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190249918,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,15.195725,-2.09,-8.098,-6.288,-4.845,5.551,0,-14.07,-18.067,-25.225,-62.883,-114.303,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330664
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108315-01,nluc,24.307227,-2.1,-140.53,-116.829,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OC)C4=C([NH]N=C4C5=CC=CS5)C2=O,null,null,null,null,null,C390-0524,Sytravon,2016_CMTA_01,-4.6143,0.186,null,null,-2.3,null,9.702,3.467,133.507,-147.205,1.21,0.007,0.879,null,null,null,null,null,null,-6.675,null,null,16.677,-116.829,-98.682,-101.083,null,null,null,null,null,null,null,null,J3P5KMDGSQ1W,UGNPGLJGCKPZTB,null,cmt1a-fu,tieoiphdJwhWOKMXnP,null,null,null,null,null,null,null,475.5,24271660,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190257519,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,14.032172,-10.694,-18.566,10.852,-17.49,16.677,3.907,-26.348,-18.922,-32.533,-60.75,-116.829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331355
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108393-01,nluc,21.663838,-2.1,-121.915,-123.862,COC1=CC=CC(=C1)NC(=O)N(CC2=C[N](C)C3=CC=CC=C23)C4CCCCC4,null,null,null,null,null,C388-0317,Sytravon,2016_CMTA_01,-4.6643,0.221,null,null,-2.1,null,11.911,10.009,126.423,-126.339,3.132,0.001,0.932,null,null,null,null,null,null,-4.425,null,null,2.56,-123.862,-73.496,-73.781,null,null,null,null,null,null,null,null,THUTRS1MTTX9,HDCFPINGVWYEMJ,null,cmt1a-fu,dBSwVCXEFpfcNGsPKi,null,null,null,null,null,null,null,391.5,24271738,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251766,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,18.925951,-7.839,-2.968,-31.338,-9.384,1.158,0,2.181,0,2.56,-50.492,-123.862,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331319
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108395-01,nluc,27.273157,-2.1,-121.353,-110.699,COC1=CC=CC(=C1)NC(=O)N(CC2=C[N](C)C3=CC=CC=C23)C4CCCCCC4,null,null,null,null,null,C388-0318,Sytravon,2016_CMTA_01,-4.5643,0.209,null,null,5,null,11.252,9.795,143.579,-119.199,4.095,0.006,0.881,null,null,null,null,null,null,2.154,null,null,32.88,-110.699,-24.709,-28.593,null,null,null,null,null,null,null,null,6FL3S6KJTPTK,DDAGIUXNYYIXPI,null,cmt1a-fu,FoHDCBpBCMrTQuUPfZ,null,null,null,null,null,null,null,405.5,24271740,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190253240,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,25.192493,-15.135,0,-8.346,0.949,0,-2.812,13.957,0,32.88,-25.596,-110.699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331159
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108397-01,nluc,15.336823,-2.1,-157.673,-138.31,C[N]1C=C(CN(C2CCCCC2)C(=O)NC3=CC(=C(C)C=C3)C)C4=CC=CC=C14,1.94694,20.72,2.3678,null,null,C388-0335,Sytravon,2016_CMTA_01,-4.8143,0.228,null,null,-2.1,null,12.356,12.883,164.215,-157.673,1.416,0.001,0.964,null,null,null,null,null,null,0,null,null,25.905,-138.31,-98.991,-98.532,null,null,null,null,null,null,null,null,UVWGW8XAVMKX,QSPUOCIHKKUJRD,null,cmt1a-fu,wecoktFNVQTwjtENTC,null,null,null,null,null,null,null,389.5,24271742,null,null,null,null,2,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251150,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,8.923215,25.905,0,-13.755,7.717,0,12.474,-18.138,0,-38.166,-88.554,-138.31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331204
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108517-01,fluc,12.182472,-2.1,-112.54,-95.997,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OCC)C4=C([NH]N=C4C5=CC=C(C)C=C5)C2=O,null,null,null,null,null,C390-0365,Sytravon,2016_CMTA_01,-4.9143,0.182,null,null,5,null,9.875,4.687,132.828,-103.242,1.558,0.003,0.908,null,null,null,null,null,null,9.298,null,null,36.831,-95.997,-34.302,-34.723,null,null,null,null,null,null,null,null,BFC57KL4Y6K2,PGDXTXYVKRGJSC,null,cmt1a-fu,JYRIdtoHJcbirJaxkB,null,null,null,null,null,null,null,497.5,24398351,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190248620,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,11.700979,6.319,18.692,-1.898,0.315,4.746,0,36.831,1.832,-26.589,-61.028,-95.997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330589
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108517-01,nluc,21.663838,-2.1,-119.165,-92.573,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OCC)C4=C([NH]N=C4C5=CC=C(C)C=C5)C2=O,null,null,null,null,null,C390-0365,Sytravon,2016_CMTA_01,-4.6643,0.173,null,null,-2.1,null,9.373,4.449,100.92,-116.642,1.1,0,0.969,null,null,null,null,null,null,2.523,null,null,8.347,-92.573,-53.287,-53.401,null,null,null,null,null,null,null,null,BFC57KL4Y6K2,PGDXTXYVKRGJSC,null,cmt1a-fu,JYRIdtoHJcbirJaxkB,null,null,null,null,null,null,null,497.5,24398351,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190256221,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,16.684036,0,0,4.261,8.347,0,0,0,-0.711,-32.18,-45.169,-92.573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331280
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108557-01,fluc,17.208199,-2.1,-105.533,-89.492,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OC)C4=C([NH]N=C4C)C2=O,null,null,null,null,null,C390-0460,Sytravon,2016_CMTA_01,-4.7643,0.218,null,null,5,null,11.691,4.544,123.789,-92.535,4.955,0.001,0.923,null,null,null,null,null,null,12.998,null,null,34.297,-89.492,4.881,4.734,null,null,null,null,null,null,null,null,HU5YZRUPLY2Z,ICBVNCOLKOHEAM,null,cmt1a-fu,oiFdYBGjUxqaWannVW,null,null,null,null,null,null,null,407.4,24398391,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246321,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,17.77901,8.748,3.625,7.055,11.907,14.93,18.799,34.297,-4.376,22.637,-58.36,-89.492,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330855
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108557-01,nluc,21.663838,-2.1,-115.995,-98.939,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OC)C4=C([NH]N=C4C)C2=O,null,null,null,null,null,C390-0460,Sytravon,2016_CMTA_01,-4.6643,0.213,null,null,5,null,11.446,4.449,136.582,-98.24,3.512,0.02,0.828,null,null,null,null,null,null,17.756,null,null,37.643,-98.939,28.303,35.305,null,null,null,null,null,null,null,null,HU5YZRUPLY2Z,ICBVNCOLKOHEAM,null,cmt1a-fu,oiFdYBGjUxqaWannVW,null,null,null,null,null,null,null,407.4,24398391,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190253922,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,21.886074,37.123,37.643,-4.696,8.996,0,35.613,25.02,-6.978,28.036,-33.517,-98.939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331546
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108609-01,fluc,19.307916,-2.1,-110.305,-106.794,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OC)C4=C([NH]N=C4C5=CC=CO5)C2=O,null,null,null,null,null,C390-0492,Sytravon,2016_CMTA_01,-4.7143,0.19,null,null,-2.3,null,10.258,3.995,121.961,-112.134,2.847,0.009,0.869,null,null,null,null,null,null,-1.829,null,null,15.167,-106.794,-67.087,-62.25,null,null,null,null,null,null,null,null,J2GPBHG9M63G,NYSPSZUAYLMTCX,null,cmt1a-fu,tieoipKVAQnBKduTHx,null,null,null,null,null,null,null,459.5,24398443,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190245551,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,17.889375,15.167,4.628,-15.68,9.196,-18.973,-26.179,10.446,6.732,-6.818,-58.194,-106.794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330295
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108609-01,nluc,19.307916,-2.1,-96.811,-100.534,CCOC(=O)C1=CC=C(C=C1)N2C(C3=CC=C(O)C(=C3)OC)C4=C([NH]N=C4C5=CC=CO5)C2=O,null,null,null,null,null,C390-0492,Sytravon,2016_CMTA_01,-4.7143,0.19,null,null,-2.3,null,10.258,3.995,122.203,-101.088,4.449,0.02,0.827,null,null,null,null,null,null,-4.277,null,null,21.669,-100.534,-67.936,-66.432,null,null,null,null,null,null,null,null,J2GPBHG9M63G,NYSPSZUAYLMTCX,null,cmt1a-fu,tieoipKVAQnBKduTHx,null,null,null,null,null,null,null,459.5,24398443,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190253152,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,19.214741,0,0,-16.242,-16.385,-4.606,-32.522,8.253,0,21.669,-52.36,-100.534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330986
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108641-01,fluc,24.307227,-2.1,-112.964,-108.966,CCC1=CC=C(CNC(=O)C/2=N/N(C(=O)C3=C2C4=CC=CC=C4[N]3C)C5=CC=C(C)C=C5)C=C1,null,null,null,null,null,C448-1616,Sytravon,2016_CMTA_01,-4.6143,0.186,null,null,-2.3,null,10.24,6.908,118.494,-124.221,2.121,0.013,0.849,null,null,null,null,null,null,-11.257,null,null,9.528,-108.966,-99.235,-100.566,null,null,null,null,null,null,null,null,XDFZD3AR2XL3,ARXUBAKYMMOYSC,null,cmt1a-fu,kQBCZRSqBqhQXbkqCJ,null,null,null,null,null,null,null,450.5,24398475,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190243758,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,20.176816,-17.342,-5.571,-26.626,-5.187,-19.872,8.953,-31.206,9.528,-20.16,-54.769,-108.966,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330708
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108641-01,nluc,21.663838,-2.1,-152.19,-146.61,CCC1=CC=C(CNC(=O)C/2=N/N(C(=O)C3=C2C4=CC=CC=C4[N]3C)C5=CC=C(C)C=C5)C=C1,null,null,null,null,null,C448-1616,Sytravon,2016_CMTA_01,-4.6643,0.188,null,null,-2.1,null,10.351,6.982,153.721,-158.339,2.406,0,0.97,null,null,null,null,null,null,-6.149,null,null,7.11,-146.61,-97.032,-97.445,null,null,null,null,null,null,null,null,XDFZD3AR2XL3,ARXUBAKYMMOYSC,null,cmt1a-fu,kQBCZRSqBqhQXbkqCJ,null,null,null,null,null,null,null,450.5,24398475,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251359,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,15.710276,-6.38,0,-22.008,7.11,-13.431,0,-8.184,0,-18.534,-71.923,-146.61,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331399
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108722-01,nluc,15.336823,-2.1,-148.642,-141.786,COC1=CC=C(Cl)C=C1NC(=O)CN2C(=O)N(C(=O)C3=CC=C(C=C23)C(=O)NCC4=C(Cl)C=CC=C4)C5=CC=C(C)C=C5,null,null,null,null,null,C487-0131,Sytravon,2016_CMTA_01,-4.8143,0.154,null,null,-2.1,null,7.795,4.451,130.212,-170.994,1.1,0,0.982,null,null,null,null,null,null,-22.352,null,null,-11.574,-141.786,-201.657,-205.385,null,null,null,null,null,null,null,null,PKCL4MKLPD6R,PJXYYRNJQSIYOW,null,cmt1a-fu,ZJoZywcARiJvinsPnr,null,null,null,null,null,null,null,617.5,24398556,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190251887,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,6.868034,-33.406,-21.568,-21.653,-19.123,-11.574,-23.104,-31.116,-39.85,-58.997,-108.14,-141.786,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331485
