Format,ncats_qhts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Log_Conc_M,-9.011761791,-8.534640544,-8.057519287,-7.580398031,-7.103276777,-6.626155522,-6.149034267,-5.671913012,-5.194791758,-4.717670503,-4.240549248,,,,,,,,,,,,,,,
Fit_Output,Protocol Name,Sample ID,Sample Data Type,AC50 (uM),CC-v2,Efficacy,Max Resp,Structure,Metabolic Stability [m],Permeability [1e-6 cm/sec],Solubility [ug/ml],Drug Name,Assay Plate ID,Supplier ID,Supplier,Library,Log AC50 (M),Ligand Efficiency,Sample Name,Alias,CC-v1,LEC,BEI,SEI,Data Range,Inf Activity,Hill Coef,PValue,R2,AC50_2 (uM),Log AC50 2,Hill Coef 2,Fraction,Sample ID2,Tox21 ID,Zero Activity,User Flag,Max Read1,Max Data,Min Data,AUC,AUC Fit,Cmpd Plate ID,Comment,Log AC50-,Log AC50+,Inf Activity-,Inf Activity+,Custom 2,Custom 1,NCGC Unique ID,Mapping ID,Drug ID,Assay Name,Hash Key(24),MLSMR Compound Class,Primary MOA,Origin,Solvent,Salt Code,Purity,Purity Rating,MW,PubChem SID,CAS#,Gene Symbol,Gene ID,Tanimoto,Layer Index,Data Points,Mask No,Log Dye Conc,Report Flag,Assay Protocol ID,Mask Flags,Sample Replicate,Plate Replicate,Measure Time,Replicate IDs,Data Mode,Assay Outcome,Phenotype,Activity Score,Confirmation Flag,Control Flag,Conc ID,Experiment Set,Team,Scientist,IC50 (uM),Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Sample Data ID
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104898-01,fluc,19.307916,-2.2,-75.602,-69.225,COC1=C(Cl)C=C(NC(=O)CN2C(=O)N(C(=O)C3=C2C4=C(C=CC(=C4)C)[N]3C)C5=CC(=CC=C5)C)C=C1,null,null,null,null,null,C200-3091,Sytravon,2016_CMTA_01,-4.7143,0.175,null,null,5,null,9.117,5.614,99.78,-70.591,3.929,0.018,0.833,null,null,null,null,null,null,5.011,null,null,30.555,-69.225,-10.134,-12.157,null,null,null,null,null,null,null,null,5CVM3PNSVKWS,CISDXADIKPNJID,null,cmt1a-fu,sOvUfmKxjCBShHYlDy,null,null,null,null,null,null,null,517,24268243,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190247652,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,24.198312,-1.492,0,5.129,30.555,0,0,12.293,-12.01,11.881,-33.782,-69.225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330418
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00104949-01,fluc,24.307227,-2.2,-85.856,-71.974,COC1=C(OC)C=C2C(COC3=CC=C4\C(=C/C(=O)OC4=C3)C)N(CCC2=C1)C(=O)C5=CC=C(C)C=C5,null,null,null,null,null,C199-0115,Sytravon,2016_CMTA_01,-4.6143,0.171,null,null,5,null,9.235,6.202,102.594,-81.24,1.928,0.009,0.867,null,null,null,null,null,null,4.617,null,null,30.619,-71.974,-12.949,-14.376,null,null,null,null,null,null,null,null,6VRQ3UHUPH78,WCDIFOAFNULPHU,null,cmt1a-fu,xgpTSXntrQwMCLwxOW,null,null,null,null,null,null,null,499.6,24268294,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190248686,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,31.021864,-3.368,0.027,3.125,8.752,0,30.619,-1.074,2.604,-6.384,-27.206,-71.974,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330386
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00105178-01,fluc,12.182472,-2.2,-92.914,-79.412,COC(=O)C[S+]([O-])(=O)C1=NC2=CC=CC=C2N=C1N3CCCCC3,null,null,null,null,null,C200-5700,Sytravon,2016_CMTA_01,-4.9143,0.281,null,null,-2.2,null,14.061,5.018,94.101,-90.324,1.372,0,0.948,null,null,null,null,null,null,2.59,null,null,14.689,-79.412,-54.526,-54.086,null,null,null,null,null,null,null,null,SZFP167Y327W,VMNJWMKLVKJULM,null,cmt1a-fu,syFXSqlPpuYkuSHfzA,null,null,null,null,null,null,null,349.4,24268523,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250204,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,14.249668,2.792,4.261,-1.249,-0.002,-3.623,14.689,5.51,-17.346,-17.199,-61.071,-79.412,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330789
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00105328-01,fluc,15.336823,-2.2,-62.839,-49.032,FC1=CC=C(C=C1)C2=CSC(=N2)\C3=C\C4=C(CC(CC4=O)C5=CC=CC=C5)/NC3=O,null,null,null,null,null,C202-3025,Sytravon,2016_CMTA_01,-4.8143,0.22,null,null,-2.4,null,11.557,5.508,64.201,-58.549,1.344,0.033,0.794,null,null,null,null,null,null,4.29,null,null,15.168,-49.032,-19.568,-19.227,null,null,null,null,null,null,null,null,H48MTFT74LXK,CJFIOFOGYHPHQI,null,cmt1a-fu,QvEDPdwYhGIEMUNpIR,null,null,null,null,null,null,null,416.5,24268673,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250391,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,57.093512,5.222,0,15.168,-16.308,13.764,0.949,14.662,-7.185,-7.137,-33.068,-49.032,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330939
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00105619-01,fluc,24.307227,-2.2,-64.582,-64.214,[O-][S+](=O)(CCC(=O)NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C2=CC=C(Br)S2,null,null,null,null,null,C224-4310,Sytravon,2016_CMTA_01,-4.6143,0.226,null,null,-2.2,null,9.041,4.616,69.164,-65.498,2.72,0,0.974,null,null,null,null,null,null,-0.916,null,null,4.95,-64.214,-31.774,-29.869,null,null,null,null,null,null,null,null,M3YUFLJ6VN13,GGGPHIXFUGVCTO,null,cmt1a-fu,hKtBSlRTHYduoZpmks,null,null,null,null,null,null,null,510.3,24268964,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250050,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,37.388362,0,-0.154,-6.082,-4.293,-0.147,0.155,0,4.95,-4.799,-24.168,-64.214,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330862
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00106921-01,fluc,17.208199,-2.2,-66.8,-66.417,CC1=CC(=CC=C1Br)NC(=O)C2CCCN(C2)[S+]([O-])(=O)C3=CC=CC4=NON=C34,null,null,null,null,null,C274-8317,Sytravon,2016_CMTA_01,-4.7643,0.226,null,null,-2.4,null,9.937,3.928,84.499,-65.25,4.449,0.023,0.818,null,null,null,null,null,null,1.55,null,null,18.082,-66.417,-30.084,-28.57,null,null,null,null,null,null,null,null,NSDRGLUDSVVG,KHTHBKDMQOIJTP,null,cmt1a-fu,KGKqeKGJRTzOIFJSsh,null,null,null,null,null,null,null,479.3,24270266,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246750,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,22.471653,5.328,-18.042,-10.56,2.801,-3.788,0,0,18.082,16.762,-37.824,-66.417,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330964
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107097-01,fluc,21.663838,-2.2,-83.616,-53.854,CC(C)COC1=C(C=CC=C1)C2CC(=O)NC3=C2C=C4OCOC4=C3,null,null,null,null,null,C276-1605,Sytravon,2016_CMTA_01,-4.6643,0.256,null,null,-2.4,null,13.739,8.199,83.274,-72.953,1.1,0.025,0.813,null,null,null,null,null,null,10.664,null,null,29.42,-53.854,4.965,4.965,null,null,null,null,null,null,null,null,U2XSYXTJ5U1R,MYSJOOVFZUUCAB,null,cmt1a-fu,IENScOnjBFltaNgGiV,null,null,null,null,null,null,null,339.4,24270442,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190244715,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,43.967798,12.058,19.114,0.621,7.976,29.42,0.014,-5.84,14.844,-10.208,-24.697,-53.854,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330963
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00107334-01,fluc,19.307916,-2.2,-48.066,-45.24,CN1C(=O)N(C)C2=CC(=C(N[S+]([O-])(=O)C3=C(C)C=C(C)C=C3)C=C12)N4CCOCC4,null,null,null,null,null,C301-6219,Sytravon,2016_CMTA_01,-4.7143,0.216,null,null,-2.2,null,10.948,4.806,51.591,-45.645,3.929,0,0.964,null,null,null,null,null,null,2.42,null,null,6.35,-45.24,-10.7,-11.381,null,null,null,null,null,null,null,null,AWD9LFRB56DT,MIIZYTTZECIPIA,null,cmt1a-fu,FMPtpcGICHlMlcqkhl,null,null,null,null,null,null,null,430.5,24270679,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190244143,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,1.757,2.283,6.003,0.053,1.614,0,-2.687,6.35,6.287,-20.635,-45.24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330928
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108083-01,fluc,3.060099,-2.2,-74.983,-4.089,COC1=C(NC(=O)C[N]2N=NC(=C2N)C(=O)NCC3=CC=CS3)C=CC=C1,null,null,null,null,null,C368-0052,Sytravon,2016_CMTA_01,-5.5143,0.28,null,null,5,null,14.266,3.616,73.604,-58.443,0.6,0.035,0.817,null,null,null,null,null,null,16.541,null,null,31.035,-42.569,0.055,-25.015,null,null,null,null,null,null,null,null,6T8UNB675VSX,LMTGWNGXGGLMMM,null,cmt1a-fu,TcMFZgucwRWxUXGYeD,null,null,null,null,null,null,null,386.4,24271428,null,null,null,null,0,11,1,null,null,104113,0 0 0 0 0 0 0 0 0 0 1,1,1,12:47.0,null,null,null,null,null,null,null,190249753,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,57.5,0,31.035,15.791,22.858,-2.6,1.135,-8.841,-9.548,-28.391,-42.569,-4.089,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330310
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108153-01,nluc,9.676881,-2.2,-69.527,-60.239,CCC1=C(NC(=O)C[N]2N=NC(=C2N)C(=O)NCC3=CC=CS3)C=CC=C1,null,null,null,null,null,C368-0457,Sytravon,2016_CMTA_01,-5.0143,0.255,null,null,-2.4,null,13.039,3.5,68.736,-75.401,0.7,0.012,0.852,null,null,null,null,null,null,-5.874,null,null,8.498,-60.239,-90.588,-93.024,null,null,null,null,null,null,null,null,6P9VVC3HDXKP,WYPLMHXWHDZIQF,null,cmt1a-fu,TcMFZgWuSbyiAKhwqP,null,null,null,null,null,null,null,384.5,24271498,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190257915,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,25.463451,-12.733,0,-0.676,-19.976,8.498,-16.38,-20.958,-19.913,-34.364,-49.647,-60.239,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331528
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108173-01,nluc,21.663838,-2.2,-64.194,-63.176,CCC(=O)N1CCC2=C1C=CC(=C2)[S+]([O-])(=O)CCC(=O)N3CCN(CC3)C4=CC=C(Cl)C=C4,null,null,null,null,null,C361-2057,Sytravon,2016_CMTA_01,-4.6643,0.194,null,null,-2.4,null,9.517,5.393,80.468,-63.741,3.132,0.006,0.884,null,null,null,null,null,null,0.453,null,null,17.291,-63.176,-26.341,-25.57,null,null,null,null,null,null,null,null,CQNY96H2TWA9,IDGAKKHVANDYBX,null,cmt1a-fu,GzQPvOjaKYtnYedGsi,null,null,null,null,null,null,null,490,24271518,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190255913,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,32.721778,0,17.291,-7.394,0.332,0,0,-10.987,-1.915,2.256,-23.264,-63.176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331358
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108393-01,fluc,27.273157,-2.2,-61.275,-57.313,COC1=CC=CC(=C1)NC(=O)N(CC2=C[N](C)C3=CC=CC=C23)C4CCCCC4,null,null,null,null,null,C388-0317,Sytravon,2016_CMTA_01,-4.5643,0.216,null,null,-2.4,null,11.655,9.795,76.643,-61.439,4.095,0.037,0.786,null,null,null,null,null,null,-0.164,null,null,19.33,-57.313,-16.656,-20.411,null,null,null,null,null,null,null,null,THUTRS1MTTX9,HDCFPINGVWYEMJ,null,cmt1a-fu,dBSwVCXEFpfcNGsPKi,null,null,null,null,null,null,null,391.5,24271738,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190244165,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,39.09875,-18.604,1.332,-6.346,-3.075,0,4.391,-2.388,19.33,1.038,-11.281,-57.313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330628
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108794-01,fluc,21.663838,-2.2,-59.308,-60.688,CC1=CC(=C(NC(=O)CN2C(=O)N(CC3=CC4=C(OCO4)C=C3)C(=O)C5=CC=C(C=C25)C(=O)NC6CCCCC6)C=C1)C,null,null,null,null,null,C487-0406,Sytravon,2016_CMTA_01,-4.6643,0.149,null,null,-2.4,null,8.004,3.974,67.346,-64.043,3.132,0.015,0.843,null,null,null,null,null,null,-4.735,null,null,6.658,-60.688,-49.481,-48.213,null,null,null,null,null,null,null,null,LAXUUNGFXBQW,XBFHQNWYBMRODL,null,cmt1a-fu,gbCvgMZkYwapZzkCqN,null,null,null,null,null,null,null,582.6,24398628,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190246200,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,32.495892,0,3.25,-14.475,-14.067,0,-16.516,6.658,-6.628,-0.837,-30.785,-60.688,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330558
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00108820-01,fluc,17.208199,-2.2,-70.309,-72.881,CC1=CC=C(C)C(=C1)NC(=O)CN2C(=O)N(CC3=CC4=C(OCO4)C=C3)C(=O)C5=CC=C(C=C25)C(=O)NC6CCCCC6,null,null,null,null,null,C487-0411,Sytravon,2016_CMTA_01,-4.7643,0.152,null,null,-2.4,null,8.176,4.059,76.486,-77.957,2.406,0.036,0.789,null,null,null,null,null,null,-7.649,null,null,3.605,-72.881,-78.084,-74.409,null,null,null,null,null,null,null,null,NZB1X2DFPB2T,YFJREZIPKZOPIZ,null,cmt1a-fu,uPqxvcWKTwtmIqrlze,null,null,null,null,null,null,null,582.6,24398654,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190249038,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,21.910578,3.605,-15.513,0.891,-0.35,-31.574,-23.243,1.716,0,-10.444,-50.522,-72.881,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330355
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00109378-01,fluc,15.336823,-2.2,-58.754,-35.794,[O-][S+]1C2=C(C=C(C=C2)C(=O)NCC/C3=C/CCCC3)N(CC4=CC=CC=C4)C(=O)C5=C1C=CC=C5,null,null,null,null,null,C529-1537,Sytravon,2016_CMTA_01,-4.8143,0.189,null,null,-2.4,null,9.932,5.612,51.505,-48.104,0.7,0.007,0.879,null,null,null,null,null,null,10.65,null,null,15.71,-35.794,6.121,4.602,null,null,null,null,null,null,null,null,X8T7RXVNUG3X,GMZPNOBJMFHFLB,null,cmt1a-fu,SPNBobInXQEtaNESEg,null,null,null,null,null,null,null,484.6,24383957,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190244220,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,null,5.338,14.707,14.253,7.441,15.71,6.382,-5.591,-2.896,-1.489,-20.512,-35.794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330822
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00109545-01,fluc,24.307227,-2.2,-85.237,-77.602,CCC1=CC=C(C=C1)C2=NC(=C(C)O2)CN3CCC(CC3)C(=O)NCCC4=CC=C(Cl)C=C4,null,null,null,null,null,C522-1371,Sytravon,2016_CMTA_01,-4.6143,0.192,null,null,-2.2,null,9.899,7.733,95.906,-83.532,2.406,0.002,0.919,null,null,null,null,null,null,1.705,null,null,18.304,-77.602,-26.092,-26.305,null,null,null,null,null,null,null,null,4STUQ3LULSKA,VXZWGWXTUFWDPR,null,cmt1a-fu,pNPyYHQEnXoKTWEOni,null,null,null,null,null,null,null,466,24384124,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250743,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,28.697122,0.877,9.755,0,4.16,-2.992,-5.278,-5.694,18.304,-7.213,-27.424,-77.602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330321
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00109646-01,fluc,21.663838,-2.2,-75.791,-81.594,CCC1CCCCN1CCCNC(=O)C2=CC3=C(C=C2)[S+]([O-])(=O)C4=C(C=CC=C4)C(=O)N3CC5=C(F)C=CC=C5,null,null,null,null,null,C530-1157,Sytravon,2016_CMTA_01,-4.6643,0.16,null,null,-2.3,null,8.273,4.835,94.914,-90.018,2.121,0.037,0.879,null,null,null,null,null,null,-14.226,null,null,13.319,-81.594,-95.604,-102.505,null,null,null,null,null,null,null,null,HU2LAWZSM8H1,JSOJSPMDACHTTC,null,cmt1a-fu,YkbfeytXGlFJsYcynf,null,null,null,null,null,null,null,563.7,24384225,null,null,null,null,0,11,1,null,null,104113,1 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190249467,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,24.062199,13.319,-15.153,-36.412,-7.33,-11.674,-10.436,-6.424,-12.605,-19.481,-47.675,-81.594,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330612
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00109845-01,fluc,21.663838,-2.2,-73.493,-60.081,COC1=CC=C(C=C1OC)C2=C3N=C(C)C=C(N4CCN(CC4)C5=CC=CC=C5)[N]3N=C2C,null,null,null,null,null,C535-0630,Sytravon,2016_CMTA_01,-4.6643,0.194,null,null,-2.2,null,10.514,8.445,70.715,-68.493,1.928,0,0.956,null,null,null,null,null,null,5,null,null,10.633,-60.081,-8.029,-10.328,null,null,null,null,null,null,null,null,7PPH4W2R82JB,YVBUEOQJKNXOLX,null,cmt1a-fu,MkpScoScNIoGBiNyYy,null,null,null,null,null,null,null,443.5,24384424,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190248015,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,36.287511,-3.154,-0.693,10.633,8.727,8.85,9.027,7.37,0,-0.794,-28.385,-60.081,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330743
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00110096-01,fluc,24.307227,-2.2,-80.146,-75.758,COC1=C(OC)C=C2C(=O)\C(=C/N(CC3=C(F)C=CC=C3)C2=C1)C(=O)C4=CC=C(C)C(=C4)C,null,null,null,null,null,C567-0236,Sytravon,2016_CMTA_01,-4.6143,0.192,null,null,-2.4,null,10.356,8.249,96.318,-76.462,2.72,0.01,0.863,null,null,null,null,null,null,3.684,null,null,20.56,-75.758,-14.042,-14.061,null,null,null,null,null,null,null,null,786MSN33KP63,ATOCADRMUMNDRT,null,cmt1a-fu,kJnRwYVZoVhyNXtVSR,null,null,null,null,null,null,null,445.5,24384675,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190245870,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,30.713343,0,6.602,5.457,-15.403,5.897,0,15.982,20.56,-6.647,-24.057,-75.758,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330768
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00110506-01,fluc,9.676881,-2.2,-92.9,-60.973,FC1=CC=C(NC(=O)CSC/2=N/C3=C(SC4=C3C=CC=C4)C(=O)N2CCCC(=O)NC5CCCC5)C=C1,null,null,null,null,null,C604-0033,Sytravon,2016_CMTA_01,-5.0143,0.186,null,null,5,null,9.307,3.47,91.552,-82.323,0.6,0.024,0.817,null,null,null,null,null,null,10.578,null,null,30.579,-60.973,-42.189,-41.457,null,null,null,null,null,null,null,null,XZTR3NR89Z6X,QLSPITZBYDJASS,null,cmt1a-fu,sTIISqTiERPDcqLPIT,null,null,null,null,null,null,null,538.7,24385085,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250842,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,20.021938,11.384,0,30.579,11.178,-4.825,-3.327,-19.988,-10.18,-12.2,-54.929,-60.973,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330739
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00110509-01,fluc,21.663838,-2.2,-77.848,-68.655,CCC1CCCCN1CCCNC(=O)C2=CC3=C(S2)C4=CC=CC=C4N=C3Cl,null,null,null,null,null,C593-0111,Sytravon,2016_CMTA_01,-4.6643,0.229,null,null,-2.2,null,11.21,6.238,79.188,-78.266,1.928,0.003,0.908,null,null,null,null,null,null,-0.419,null,null,10.533,-68.655,-38.59,-38.209,null,null,null,null,null,null,null,null,DZ9HBLVKFWR2,GAROWWWMANTEFU,null,cmt1a-fu,faLIuUUPVIBEQOafdN,null,null,null,null,null,null,null,416,24385088,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190250160,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,29.120206,0,-1.914,0,-3.582,10.533,-15.883,9.862,0,-10.404,-35.208,-68.655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330587
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00110519-01,fluc,10.857639,-2.2,-61.328,-45.827,CCCN(CCC)CCCNC(=O)C1=CC2=C(S1)C3=CC(=CC=C3OC2=O)C,null,null,null,null,null,C593-1161,Sytravon,2016_CMTA_01,-4.9643,0.243,null,null,-2.4,null,12.391,5.63,73.355,-53.828,1.1,0.044,0.773,null,null,null,null,null,null,7.5,null,null,27.528,-45.827,-11.895,-12.548,null,null,null,null,null,null,null,null,FDSUJ2TK7591,UVCHRKLSMUUADT,null,cmt1a-fu,mAGzAMVAMVsaSAnEes,null,null,null,null,null,null,null,400.5,24385098,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190248356,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,57.5,1.63,21.13,-1.955,-1.945,-1.748,27.528,8.353,-10.204,-11.225,-32.807,-45.827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330751
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00110519-01,nluc,21.663838,-2.2,-76.092,-68.381,CCCN(CCC)CCCNC(=O)C1=CC2=C(S1)C3=CC(=CC=C3OC2=O)C,null,null,null,null,null,C593-1161,Sytravon,2016_CMTA_01,-4.6643,0.229,null,null,-2.2,null,11.642,5.289,86.435,-72.414,2.72,0.001,0.934,null,null,null,null,null,null,3.678,null,null,18.054,-68.381,-14.149,-15.916,null,null,null,null,null,null,null,null,FDSUJ2TK7591,UVCHRKLSMUUADT,null,cmt1a-fu,mAGzAMVAMVsaSAnEes,null,null,null,null,null,null,null,400.5,24385098,null,null,null,null,2,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190255957,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,29.095893,-1.656,0,0,1.875,18.054,11.038,0,-0.522,0.508,-25.662,-68.381,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229331442
1,cmt1a-syt-fu-manuscript-cr-C9F2sN,NCGC00110873-01,fluc,13.668958,-2.2,-65.441,-64.706,CCC(C)NC(=O)CSC1=C2CCCCC2=NC3=CC(=CC=C13)Cl,null,null,null,null,null,C618-0352,Sytravon,2016_CMTA_01,-4.8643,0.278,null,null,-2.2,null,13.4,7.218,64.706,-71.912,1.627,0.003,0.904,null,null,null,null,null,null,-6.471,null,null,0,-64.706,-73.966,-73.687,null,null,null,null,null,null,null,null,98PZWVVPU96Z,MLVPCLRNHXZDCX,null,cmt1a-fu,yJyCRVduqCtFSqdNhm,null,null,null,null,null,null,null,362.9,24385452,null,null,null,null,0,11,0,null,null,104113,0 0 0 0 0 0 0 0 0 0 0,1,1,12:47.0,null,null,null,null,null,null,null,190243659,cmt1a-syt-fu-manusc-npm,null,BRAISTEDJC,22.698799,-18.663,0,-17.045,-1.577,-8.101,0,-7.024,-12.608,-15.377,-51.646,-64.706,null,null,null,null,null,null,null,null,null,null,null,null,null,null,229330385
